YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-06,WEEKDAY,22,TRAIN,CG1/DT35,9774,2130
2026-06,WEEKDAY,23,TRAIN,DT33,1494,13202
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,CC11,1259,1384
2026-06,WEEKDAY,9,TRAIN,EW1,48806,14399
2026-06,WEEKDAY,22,TRAIN,DT28,3228,11840
2026-06,WEEKENDS/HOLIDAY,18,TRAIN,NS20,16065,12437
2026-06,WEEKDAY,13,TRAIN,DT20,4099,7398
2026-06,WEEKDAY,11,TRAIN,NS23,16991,45118
2026-06,WEEKDAY,13,TRAIN,CC7,4776,4984
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,EW30,1256,4627
2026-06,WEEKDAY,16,TRAIN,TE24,3756,3990
2026-06,WEEKDAY,6,TRAIN,BP2,5845,879
2026-06,WEEKDAY,11,TRAIN,DT7,3162,2702
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,CC21,1110,998
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,PW7,869,814
2026-06,WEEKDAY,14,TRAIN,NS28,2840,1931
2026-06,WEEKDAY,12,TRAIN,PW1,2022,3228
2026-06,WEEKDAY,23,TRAIN,EW6,1225,5927
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,EW24/NS1,13145,22888
2026-06,WEEKDAY,6,TRAIN,DT7,1408,2877
2026-06,WEEKENDS/HOLIDAY,14,TRAIN,NS27/CE2/TE20,1792,2468
2026-06,WEEKENDS/HOLIDAY,15,TRAIN,CC11,7344,4916
2026-06,WEEKENDS/HOLIDAY,15,TRAIN,NE17/PTC,22607,22139
2026-06,WEEKDAY,9,TRAIN,SW1,3339,2210
2026-06,WEEKDAY,7,TRAIN,PW4,10612,1677
2026-06,WEEKDAY,12,TRAIN,SW4,2908,2197
2026-06,WEEKENDS/HOLIDAY,17,TRAIN,EW17,11726,12978
2026-06,WEEKDAY,11,TRAIN,CC12,7287,2871
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,EW30,2881,449
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,EW25,4893,1173
2026-06,WEEKDAY,22,TRAIN,NE1/CC29,63344,12454
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,PE3,3325,2246
2026-06,WEEKDAY,13,TRAIN,TE26,13915,13164
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,DT25,1828,1658
2026-06,WEEKENDS/HOLIDAY,11,TRAIN,CC28,2003,1130
2026-06,WEEKDAY,20,TRAIN,NS19,28146,46171
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,PE3,1635,770
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,BP10,1588,993
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,CC10/DT26,1060,3840
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,DT23,1585,1488
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,EW17,10481,11880
2026-06,WEEKDAY,21,TRAIN,EW10,6084,17973
2026-06,WEEKDAY,15,TRAIN,CC3,7744,5942
2026-06,WEEKENDS/HOLIDAY,20,TRAIN,EW32,2302,4079
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,TE8,3870,5842
2026-06,WEEKDAY,13,TRAIN,EW19,12998,12492
2026-06,WEEKDAY,0,TRAIN,EW5,238,2291
2026-06,WEEKENDS/HOLIDAY,5,TRAIN,TE8,6,2
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,NE12/CC13,9263,3468
2026-06,WEEKDAY,18,TRAIN,PW7,4908,7741
2026-06,WEEKENDS/HOLIDAY,21,TRAIN,DT8,604,1125
2026-06,WEEKDAY,13,TRAIN,NS11,29493,25634
2026-06,WEEKDAY,7,TRAIN,TE12,3363,10890
2026-06,WEEKENDS/HOLIDAY,15,TRAIN,EW5,13911,14785
2026-06,WEEKDAY,19,TRAIN,CG2,26366,23087
2026-06,WEEKDAY,6,TRAIN,TE18,1094,3474
2026-06,WEEKDAY,11,TRAIN,TE6,11508,4680
2026-06,WEEKDAY,20,TRAIN,TE18,16856,6485
2026-06,WEEKDAY,18,TRAIN,NS12,30586,68206
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,BP11,2017,733
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,NS9/TE2,6767,14031
2026-06,WEEKDAY,6,TRAIN,TE11,2522,1996
2026-06,WEEKENDS/HOLIDAY,18,TRAIN,TE26,8415,7507
2026-06,WEEKDAY,9,TRAIN,TE7,9508,9113
2026-06,WEEKDAY,6,TRAIN,CE1/DT16,6973,26245
2026-06,WEEKDAY,23,TRAIN,CC8,805,2411
2026-06,WEEKDAY,21,TRAIN,DT29,3220,11433
2026-06,WEEKDAY,0,TRAIN,TE24,27,143
2026-06,WEEKDAY,23,TRAIN,TE14/NS22,15730,4490
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,DT6,2852,1890
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,TE3,5083,4022
2026-06,WEEKDAY,0,TRAIN,EW27,115,5276
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,CC4/DT15,1097,8525
2026-06,WEEKDAY,7,TRAIN,DT22,17722,9814
2026-06,WEEKDAY,22,TRAIN,CE1/DT16,69905,16028
2026-06,WEEKENDS/HOLIDAY,20,TRAIN,SE2,870,3143
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,DT17,239,1074
2026-06,WEEKDAY,0,TRAIN,NE13,206,1721
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,EW3,7384,8191
2026-06,WEEKDAY,9,TRAIN,NS9/TE2,67121,48876
2026-06,WEEKDAY,7,TRAIN,EW26,129231,50416
2026-06,WEEKDAY,13,TRAIN,DT23,2936,4296
2026-06,WEEKDAY,19,TRAIN,CC3,16012,7145
2026-06,WEEKDAY,6,TRAIN,TE5,5853,2251
2026-06,WEEKDAY,19,TRAIN,NS24/NE6/CC1,62318,44889
2026-06,WEEKDAY,11,TRAIN,NS10,34661,17790
2026-06,WEEKDAY,14,TRAIN,TE14/NS22,70071,70217
2026-06,WEEKDAY,12,TRAIN,EW23,40471,38466
2026-06,WEEKDAY,14,TRAIN,NS10,24876,25514
2026-06,WEEKENDS/HOLIDAY,18,TRAIN,PW7,1522,1785
2026-06,WEEKENDS/HOLIDAY,22,TRAIN,EW3,2281,7509
2026-06,WEEKENDS/HOLIDAY,18,TRAIN,EW17,10793,12946
2026-06,WEEKDAY,10,TRAIN,BP7,957,648
2026-06,WEEKDAY,21,TRAIN,SE5,810,3793
2026-06,WEEKDAY,21,TRAIN,CC2,4639,2325
2026-06,WEEKDAY,21,TRAIN,EW5,19231,38552
2026-06,WEEKDAY,21,TRAIN,CC7,3651,7782
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,EW2/DT32,3127,9721
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,TE4,718,904
2026-06,WEEKDAY,5,TRAIN,NE14,7395,962
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,NS10,15422,14942
2026-06,WEEKDAY,19,TRAIN,CC26,15524,6346
2026-06,WEEKDAY,14,TRAIN,NE11,13226,14462
2026-06,WEEKDAY,19,TRAIN,TE3,10516,28401
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,CC20,139,628
2026-06,WEEKENDS/HOLIDAY,15,TRAIN,TE19,2068,1511
2026-06,WEEKDAY,9,TRAIN,BP9,3059,2382
2026-06,WEEKENDS/HOLIDAY,8,TRAIN,SW2,1640,1136
2026-06,WEEKENDS/HOLIDAY,15,TRAIN,NS28,6067,2618
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,EW1,16090,6354
2026-06,WEEKDAY,23,TRAIN,BP5,295,321
2026-06,WEEKENDS/HOLIDAY,15,TRAIN,EW12/DT14,38393,37925
2026-06,WEEKENDS/HOLIDAY,14,TRAIN,EW23,19458,19989
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,DT25,2163,1108
2026-06,WEEKDAY,14,TRAIN,CC26,2875,3543
2026-06,WEEKENDS/HOLIDAY,14,TRAIN,DT2,1160,810
2026-06,WEEKDAY,9,TRAIN,NS2,37201,21281
2026-06,WEEKDAY,7,TRAIN,DT17,2174,37870
2026-06,WEEKDAY,16,TRAIN,EW18,17003,17287
2026-06,WEEKENDS/HOLIDAY,17,TRAIN,NE1/CC29,39284,30039
2026-06,WEEKENDS/HOLIDAY,8,TRAIN,EW7,6798,4292
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,NS13,23310,16319
2026-06,WEEKDAY,10,TRAIN,NE15,25821,8767
2026-06,WEEKDAY,11,TRAIN,CC23,10317,12563
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,CG2,15942,11053
2026-06,WEEKDAY,21,TRAIN,EW12/DT14,91076,27636
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,NS20,8900,18011
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,NS28,4184,2344
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,NS23,3423,15793
2026-06,WEEKDAY,16,TRAIN,DT34,6974,3766
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,TE19,68,199
2026-06,WEEKDAY,15,TRAIN,SE1,2804,3442
2026-06,WEEKDAY,10,TRAIN,EW31,1524,1325
2026-06,WEEKENDS/HOLIDAY,0,TRAIN,SE3,12,286
2026-06,WEEKDAY,6,TRAIN,TE16,4357,3259
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,NS27/CE2/TE20,1132,1629
2026-06,WEEKENDS/HOLIDAY,18,TRAIN,BP12,1016,1223
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,TE12,332,232
2026-06,WEEKDAY,22,TRAIN,PE2,835,6746
2026-06,WEEKENDS/HOLIDAY,11,TRAIN,NE15,13714,6787
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,TE5,3028,1640
2026-06,WEEKDAY,22,TRAIN,DT23,2991,2514
2026-06,WEEKDAY,10,TRAIN,PE2,6467,2183
2026-06,WEEKDAY,9,TRAIN,NS18,26324,16529
2026-06,WEEKENDS/HOLIDAY,5,TRAIN,NE11,89,51
2026-06,WEEKDAY,0,TRAIN,BP6/DT1,1,4963
2026-06,WEEKENDS/HOLIDAY,5,TRAIN,EW15,193,54
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,NE8,5661,2960
2026-06,WEEKENDS/HOLIDAY,13,TRAIN,EW28,12123,8348
2026-06,WEEKENDS/HOLIDAY,5,TRAIN,DT34,195,4
2026-06,WEEKENDS/HOLIDAY,15,TRAIN,CC5,2372,2459
2026-06,WEEKDAY,15,TRAIN,NS14,21552,22434
2026-06,WEEKENDS/HOLIDAY,17,TRAIN,TE26,8430,7533
2026-06,WEEKENDS/HOLIDAY,13,TRAIN,NS9/TE2,27282,28727
2026-06,WEEKDAY,21,TRAIN,NS4/BP1,24528,45546
2026-06,WEEKDAY,18,TRAIN,NE8,44835,73781
2026-06,WEEKDAY,10,TRAIN,NS5,26992,12534
2026-06,WEEKENDS/HOLIDAY,5,TRAIN,NS23,110,79
2026-06,WEEKDAY,11,TRAIN,TE27,6142,3284
2026-06,WEEKENDS/HOLIDAY,19,TRAIN,NS19,13999,18665
2026-06,WEEKENDS/HOLIDAY,21,TRAIN,EW16/NE3/TE17,10613,6701
2026-06,WEEKDAY,23,TRAIN,CC28,272,1731
2026-06,WEEKDAY,23,TRAIN,BP3,257,1253
2026-06,WEEKDAY,6,TRAIN,EW32,7845,11997
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,SW5,1871,588
2026-06,WEEKDAY,8,TRAIN,EW24/NS1,59177,183661
2026-06,WEEKENDS/HOLIDAY,22,TRAIN,DT22,7237,3876
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,DT4,607,270
2026-06,WEEKENDS/HOLIDAY,17,TRAIN,DT17,2869,2618
2026-06,WEEKENDS/HOLIDAY,12,TRAIN,NE15,13015,8032
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,CC19/DT9,410,520
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,EW29,2803,8002
2026-06,WEEKDAY,11,TRAIN,NS17/CC15,30862,10304
2026-06,WEEKDAY,17,TRAIN,NS15,57727,22610
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,EW24/NS1,7573,11693
2026-06,WEEKENDS/HOLIDAY,22,TRAIN,EW15,7660,2681
2026-06,WEEKDAY,5,TRAIN,EW27,19642,5510
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,EW15,1895,8351
2026-06,WEEKENDS/HOLIDAY,12,TRAIN,DT8,1707,1213
2026-06,WEEKENDS/HOLIDAY,0,TRAIN,CC5,13,39
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,NE8,18704,22208
2026-06,WEEKDAY,10,TRAIN,CC6,3178,6555
2026-06,WEEKDAY,0,TRAIN,TE14/NS22,539,519
2026-06,WEEKDAY,18,TRAIN,CC6,15830,20940
2026-06,WEEKENDS/HOLIDAY,19,TRAIN,DT21,4681,2712
2026-06,WEEKDAY,21,TRAIN,SE1,1291,6671
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,BP4,640,692
2026-06,WEEKDAY,18,TRAIN,EW23,101944,126543
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,EW3,2743,1286
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,PE2,1797,361
2026-06,WEEKENDS/HOLIDAY,14,TRAIN,NE7/DT12,16649,17772
2026-06,WEEKDAY,23,TRAIN,CC11,3674,2366
2026-06,WEEKDAY,7,TRAIN,NS18,31802,14376
2026-06,WEEKDAY,21,TRAIN,DT18,19332,3804
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,TE4,696,994
2026-06,WEEKDAY,8,TRAIN,EW19,57164,27813
2026-06,WEEKDAY,17,TRAIN,NE5,32173,16013
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,SW1,592,307
2026-06,WEEKDAY,8,TRAIN,TE18,4094,25776
2026-06,WEEKENDS/HOLIDAY,17,TRAIN,EW14/NS26,12146,11827
2026-06,WEEKDAY,10,TRAIN,NS25/EW13,14256,59989
2026-06,WEEKENDS/HOLIDAY,22,TRAIN,DT27,1504,3692
2026-06,WEEKDAY,21,TRAIN,DT22,12144,11209
2026-06,WEEKENDS/HOLIDAY,20,TRAIN,TE16,2411,3492
2026-06,WEEKDAY,0,TRAIN,NS27/CE2/TE20,50,114
2026-06,WEEKENDS/HOLIDAY,14,TRAIN,NE10,6311,6664
2026-06,WEEKDAY,9,TRAIN,PE5,11280,2845
2026-06,WEEKDAY,5,TRAIN,NS21/DT11,4128,2755
2026-06,WEEKENDS/HOLIDAY,21,TRAIN,NE1/CC29,48935,7744
2026-06,WEEKENDS/HOLIDAY,22,TRAIN,EW11,4531,6668
2026-06,WEEKDAY,5,TRAIN,DT20,57,0
2026-06,WEEKDAY,20,TRAIN,CC6,13151,3482
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,CC12,1817,1146
2026-06,WEEKDAY,16,TRAIN,PW1,3240,3297
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,BP4,690,335
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,PE7,2301,685
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,CC27,122,84
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,NS18,5691,2178
2026-06,WEEKDAY,0,TRAIN,CC17/TE9,64,745
2026-06,WEEKDAY,11,TRAIN,TE16,6682,4882
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,CC8,3066,3199
2026-06,WEEKDAY,18,TRAIN,CC17/TE9,20282,21785
2026-06,WEEKDAY,14,TRAIN,NE9,19890,16488
2026-06,WEEKDAY,12,TRAIN,EW5,29566,23872
2026-06,WEEKENDS/HOLIDAY,16,TRAIN,NS20,16235,12759
2026-06,WEEKDAY,15,TRAIN,SW2,3438,2825
2026-06,WEEKDAY,14,TRAIN,DT24,3935,3382
2026-06,WEEKENDS/HOLIDAY,21,TRAIN,TE11,871,1725
2026-06,WEEKDAY,12,TRAIN,TE11,3881,2958
2026-06,WEEKENDS/HOLIDAY,18,TRAIN,EW2/DT32,29522,35372
2026-06,WEEKDAY,9,TRAIN,PE6,11658,7251
2026-06,WEEKDAY,20,TRAIN,NS17/CC15,18142,27824
2026-06,WEEKDAY,5,TRAIN,SE3,1797,23
2026-06,WEEKENDS/HOLIDAY,17,TRAIN,BP7,379,463
2026-06,WEEKDAY,10,TRAIN,NE4/DT19,26244,65720
2026-06,WEEKDAY,21,TRAIN,CC23,9324,1801
2026-06,WEEKENDS/HOLIDAY,23,TRAIN,TE19,630,256
2026-06,WEEKENDS/HOLIDAY,13,TRAIN,CG1/DT35,7269,8820
2026-06,WEEKDAY,10,TRAIN,CC5,2086,4911
2026-06,WEEKENDS/HOLIDAY,13,TRAIN,BP5,949,907
2026-06,WEEKENDS/HOLIDAY,21,TRAIN,DT4,296,1216
2026-06,WEEKENDS/HOLIDAY,12,TRAIN,TE24,1690,1313
2026-06,WEEKENDS/HOLIDAY,13,TRAIN,CC25,2560,1847
2026-06,WEEKDAY,0,TRAIN,NS24/NE6/CC1,323,325
2026-06,WEEKDAY,13,TRAIN,TE29,2859,2948
2026-06,WEEKDAY,13,TRAIN,EW27,33979,35683
2026-06,WEEKENDS/HOLIDAY,19,TRAIN,NS12,6453,11485
2026-06,WEEKENDS/HOLIDAY,8,TRAIN,DT29,3863,1483
2026-06,WEEKENDS/HOLIDAY,8,TRAIN,CC26,1634,1543
2026-06,WEEKDAY,17,TRAIN,TE12,15959,4326
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,CC21,747,778
2026-06,WEEKENDS/HOLIDAY,12,TRAIN,NS3,10791,7327
2026-06,WEEKDAY,5,TRAIN,BP4,1290,240
2026-06,WEEKDAY,14,TRAIN,TE11,3494,3035
2026-06,WEEKENDS/HOLIDAY,14,TRAIN,CC23,2008,1718
2026-06,WEEKDAY,23,TRAIN,NS13,8208,32065
2026-06,WEEKDAY,15,TRAIN,TE6,7117,8706
2026-06,WEEKENDS/HOLIDAY,20,TRAIN,DT4,374,1219
2026-06,WEEKDAY,16,TRAIN,TE19,17498,3994
2026-06,WEEKENDS/HOLIDAY,17,TRAIN,SW1,937,563
2026-06,WEEKENDS/HOLIDAY,13,TRAIN,CC7,2545,2462
2026-06,WEEKDAY,7,TRAIN,DT31,28592,8985
2026-06,WEEKDAY,7,TRAIN,PW3,2731,878
2026-06,WEEKENDS/HOLIDAY,13,TRAIN,DT23,1433,1564
2026-06,WEEKENDS/HOLIDAY,18,TRAIN,BP3,1548,2195
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,SW6,1445,579
2026-06,WEEKENDS/HOLIDAY,14,TRAIN,NS7,12522,8982
2026-06,WEEKENDS/HOLIDAY,5,TRAIN,TE4,30,5
2026-06,WEEKENDS/HOLIDAY,14,TRAIN,NE11,7543,6996
2026-06,WEEKDAY,23,TRAIN,EW2/DT32,6881,21211
2026-06,WEEKDAY,0,TRAIN,EW6,78,758
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,TE28,2133,1209
2026-06,WEEKDAY,14,TRAIN,DT29,4593,4094
2026-06,WEEKENDS/HOLIDAY,15,TRAIN,BP10,1211,1227
2026-06,WEEKDAY,11,TRAIN,DT28,8456,4434
2026-06,WEEKDAY,10,TRAIN,BP11,3296,1286
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,NS21/DT11,7319,8034
2026-06,WEEKENDS/HOLIDAY,0,TRAIN,EW18,34,220
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,PE3,3978,2543
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,PE1,2300,651
2026-06,WEEKENDS/HOLIDAY,20,TRAIN,EW8/CC9,26267,16004
2026-06,WEEKDAY,19,TRAIN,NE13,22879,50302
2026-06,WEEKDAY,8,TRAIN,EW30,2314,23347
2026-06,WEEKDAY,5,TRAIN,BP11,3947,232
2026-06,WEEKENDS/HOLIDAY,8,TRAIN,TE22,868,1369
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,TE13,1439,2444
2026-06,WEEKDAY,8,TRAIN,CC2,2280,13569
2026-06,WEEKDAY,19,TRAIN,NS19,45750,64618
2026-06,WEEKENDS/HOLIDAY,14,TRAIN,EW16/NE3/TE17,11190,9395
2026-06,WEEKDAY,13,TRAIN,DT17,12640,46443
2026-06,WEEKENDS/HOLIDAY,21,TRAIN,TE26,6612,2971
2026-06,WEEKDAY,8,TRAIN,SW8,840,2441
2026-06,WEEKDAY,5,TRAIN,NE7/DT12,1507,301
2026-06,WEEKDAY,20,TRAIN,BP8,1505,1978
2026-06,WEEKDAY,20,TRAIN,EW4,10183,21895
2026-06,WEEKDAY,22,TRAIN,CC11,10295,6241
2026-06,WEEKENDS/HOLIDAY,15,TRAIN,SE5,989,1278
2026-06,WEEKDAY,22,TRAIN,BP6/DT1,14511,39217
2026-06,WEEKENDS/HOLIDAY,18,TRAIN,TE24,1766,2071
2026-06,WEEKDAY,0,TRAIN,EW16/NE3/TE17,60,721
2026-06,WEEKENDS/HOLIDAY,17,TRAIN,TE28,1947,2520
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,PW2,132,144
2026-06,WEEKENDS/HOLIDAY,22,TRAIN,DT30,861,4986
2026-06,WEEKDAY,12,TRAIN,NS15,19640,14262
2026-06,WEEKDAY,5,TRAIN,NS20,912,2106
2026-06,WEEKENDS/HOLIDAY,10,TRAIN,BP8,826,703
2026-06,WEEKDAY,14,TRAIN,PW6,1253,1338
2026-06,WEEKENDS/HOLIDAY,0,TRAIN,CC24,17,43
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,SE4,2424,1382
2026-06,WEEKENDS/HOLIDAY,8,TRAIN,TE28,1347,392
2026-06,WEEKENDS/HOLIDAY,5,TRAIN,NE14,1100,131
2026-06,WEEKDAY,13,TRAIN,DT33,13035,8691
2026-06,WEEKDAY,15,TRAIN,TE23,2023,3204
2026-06,WEEKDAY,9,TRAIN,SW6,3082,1770
2026-06,WEEKDAY,16,TRAIN,BP7,710,1069
2026-06,WEEKDAY,19,TRAIN,NE7/DT12,40245,44658
2026-06,WEEKENDS/HOLIDAY,20,TRAIN,BP12,420,1157
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,PE7,715,77
2026-06,WEEKDAY,11,TRAIN,NS5,25124,13205
2026-06,WEEKENDS/HOLIDAY,19,TRAIN,BP5,772,849
2026-06,WEEKDAY,7,TRAIN,CC12,19742,9231
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,PE2,1126,142
2026-06,WEEKDAY,22,TRAIN,EW20,4292,10348
2026-06,WEEKENDS/HOLIDAY,14,TRAIN,DT27,3607,3328
2026-06,WEEKDAY,7,TRAIN,CC24,5913,63361
2026-06,WEEKDAY,5,TRAIN,NS7,45950,2316
2026-06,WEEKDAY,14,TRAIN,DT7,2628,3928
2026-06,WEEKENDS/HOLIDAY,6,TRAIN,EW26,12656,5069
2026-06,WEEKENDS/HOLIDAY,12,TRAIN,TE7,3294,2380
2026-06,WEEKENDS/HOLIDAY,0,TRAIN,EW14/NS26,172,73
2026-06,WEEKDAY,6,TRAIN,BP8,2991,2603
2026-06,WEEKDAY,22,TRAIN,CC21,10067,4993
2026-06,WEEKDAY,9,TRAIN,NS10,56872,25356
2026-06,WEEKENDS/HOLIDAY,19,TRAIN,NE9,9789,10496
2026-06,WEEKENDS/HOLIDAY,22,TRAIN,NE16/STC,5980,18515
2026-06,WEEKENDS/HOLIDAY,7,TRAIN,BP9,827,758
2026-06,WEEKENDS/HOLIDAY,9,TRAIN,EW14/NS26,3008,12130
2026-06,WEEKDAY,18,TRAIN,SW5,6718,16381
2026-06,WEEKDAY,13,TRAIN,TE7,5953,5405
2026-06,WEEKDAY,15,TRAIN,EW4,11238,11203
2026-06,WEEKDAY,13,TRAIN,PE3,6302,5809
2026-06,WEEKDAY,7,TRAIN,TE23,3911,2172
2026-06,WEEKDAY,11,TRAIN,NS3,19496,11368
2026-06,WEEKENDS/HOLIDAY,20,TRAIN,EW11,7164,7826
