YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2026-07,WEEKENDS/HOLIDAY,11,TRAIN,SE1,2141,1422
2026-07,WEEKENDS/HOLIDAY,7,TRAIN,CC4/DT15,540,3056
2026-07,WEEKDAY,15,TRAIN,EW1,24456,32817
2026-07,WEEKENDS/HOLIDAY,7,TRAIN,EW28,17033,7471
2026-07,WEEKENDS/HOLIDAY,10,TRAIN,TE26,5223,8043
2026-07,WEEKDAY,11,TRAIN,DT27,8180,6298
2026-07,WEEKENDS/HOLIDAY,19,TRAIN,CG1/DT35,9874,6411
2026-07,WEEKENDS/HOLIDAY,13,TRAIN,DT28,4417,3062
2026-07,WEEKDAY,20,TRAIN,BP8,1855,2393
2026-07,WEEKDAY,13,TRAIN,NS14,29325,24224
2026-07,WEEKENDS/HOLIDAY,7,TRAIN,NS9/TE2,17448,15713
2026-07,WEEKENDS/HOLIDAY,20,TRAIN,TE19,1929,1828
2026-07,WEEKENDS/HOLIDAY,5,TRAIN,CC3,24,7
2026-07,WEEKENDS/HOLIDAY,22,TRAIN,PE6,864,1998
2026-07,WEEKDAY,14,TRAIN,EW23,48690,46012
2026-07,WEEKENDS/HOLIDAY,16,TRAIN,SE1,1752,1699
2026-07,WEEKENDS/HOLIDAY,16,TRAIN,BP13,460,448
2026-07,WEEKDAY,12,TRAIN,TE15,10408,15102
2026-07,WEEKENDS/HOLIDAY,10,TRAIN,SW3,1108,390
2026-07,WEEKENDS/HOLIDAY,10,TRAIN,NS23,5207,18029
2026-07,WEEKDAY,5,TRAIN,TE26,595,28
2026-07,WEEKDAY,19,TRAIN,DT22,16141,26068
2026-07,WEEKDAY,17,TRAIN,NE8,48396,51498
2026-07,WEEKENDS/HOLIDAY,11,TRAIN,CG2,8412,12892
2026-07,WEEKENDS/HOLIDAY,0,TRAIN,CG2,67,513
2026-07,WEEKDAY,23,TRAIN,CC23,1710,613
2026-07,WEEKDAY,19,TRAIN,PW5,2205,8248
2026-07,WEEKDAY,17,TRAIN,PE6,10810,13789
2026-07,WEEKDAY,10,TRAIN,DT30,11982,2808
2026-07,WEEKDAY,14,TRAIN,CC23,11080,11970
2026-07,WEEKDAY,6,TRAIN,NS15,20793,26038
2026-07,WEEKDAY,10,TRAIN,NS18,18728,9739
2026-07,WEEKDAY,9,TRAIN,EW11,26044,38133
2026-07,WEEKDAY,6,TRAIN,EW28,82013,17974
2026-07,WEEKENDS/HOLIDAY,17,TRAIN,BP11,1358,1571
2026-07,WEEKENDS/HOLIDAY,20,TRAIN,BP8,607,648
2026-07,WEEKENDS/HOLIDAY,22,TRAIN,PE3,511,2390
2026-07,WEEKENDS/HOLIDAY,16,TRAIN,NS9/TE2,25398,27513
2026-07,WEEKDAY,8,TRAIN,NS27/CE2/TE20,777,11489
2026-07,WEEKENDS/HOLIDAY,12,TRAIN,EW33,2217,1065
2026-07,WEEKENDS/HOLIDAY,14,TRAIN,NE9,10298,8831
2026-07,WEEKENDS/HOLIDAY,0,TRAIN,CC7,17,282
2026-07,WEEKENDS/HOLIDAY,7,TRAIN,DT31,1699,775
2026-07,WEEKDAY,21,TRAIN,CC34/DT16,64293,15924
2026-07,WEEKENDS/HOLIDAY,11,TRAIN,DT4,1387,607
2026-07,WEEKDAY,23,TRAIN,EW5,4477,17908
2026-07,WEEKDAY,11,TRAIN,DT8,5644,2553
2026-07,WEEKDAY,6,TRAIN,NS23,3665,10720
2026-07,WEEKDAY,20,TRAIN,EW1,18829,53038
2026-07,WEEKENDS/HOLIDAY,23,TRAIN,PE6,201,953
2026-07,WEEKENDS/HOLIDAY,11,TRAIN,SE5,1583,873
2026-07,WEEKDAY,22,TRAIN,CC30,61,104
2026-07,WEEKDAY,15,TRAIN,PE5,5285,7595
2026-07,WEEKENDS/HOLIDAY,7,TRAIN,CC7,1902,1269
2026-07,WEEKENDS/HOLIDAY,17,TRAIN,CG1/DT35,10839,9163
2026-07,WEEKENDS/HOLIDAY,10,TRAIN,NE15,14454,4951
2026-07,WEEKENDS/HOLIDAY,14,TRAIN,BP11,1364,1311
2026-07,WEEKENDS/HOLIDAY,6,TRAIN,DT6,270,285
2026-07,WEEKENDS/HOLIDAY,17,TRAIN,NE16/STC,21418,25250
2026-07,WEEKENDS/HOLIDAY,20,TRAIN,TE4,2201,2495
2026-07,WEEKENDS/HOLIDAY,12,TRAIN,CC5,2110,3151
2026-07,WEEKDAY,20,TRAIN,CC14,4859,8931
2026-07,WEEKDAY,23,TRAIN,TE16,2781,4260
2026-07,WEEKENDS/HOLIDAY,21,TRAIN,SW7,154,1211
2026-07,WEEKDAY,21,TRAIN,CC3,16579,2700
2026-07,WEEKDAY,9,TRAIN,DT4,5142,944
2026-07,WEEKENDS/HOLIDAY,9,TRAIN,SW3,1083,300
2026-07,WEEKDAY,13,TRAIN,DT8,11182,6097
2026-07,WEEKENDS/HOLIDAY,6,TRAIN,NS27/CE2/TE20,209,203
2026-07,WEEKDAY,17,TRAIN,CC23,80163,7845
2026-07,WEEKENDS/HOLIDAY,12,TRAIN,NS2,13381,10604
2026-07,WEEKDAY,8,TRAIN,NS18,49116,27726
2026-07,WEEKENDS/HOLIDAY,5,TRAIN,DT18,1,1
2026-07,WEEKDAY,16,TRAIN,EW8/CC9,64249,50163
2026-07,WEEKENDS/HOLIDAY,5,TRAIN,PE2,454,29
2026-07,WEEKDAY,5,TRAIN,NS15,4777,3330
2026-07,WEEKDAY,9,TRAIN,TE29,9166,1861
2026-07,WEEKENDS/HOLIDAY,15,TRAIN,NS24/NE6/CC1,23355,21291
2026-07,WEEKENDS/HOLIDAY,22,TRAIN,PW5,328,2005
2026-07,WEEKDAY,16,TRAIN,EW33,7936,4519
2026-07,WEEKDAY,23,TRAIN,DT31,1312,6288
2026-07,WEEKDAY,19,TRAIN,CC17/TE9,9491,16460
2026-07,WEEKENDS/HOLIDAY,13,TRAIN,EW3,8270,7369
2026-07,WEEKENDS/HOLIDAY,10,TRAIN,NE8,9525,16258
2026-07,WEEKDAY,12,TRAIN,TE22,2587,5255
2026-07,WEEKENDS/HOLIDAY,21,TRAIN,TE25,626,1480
2026-07,WEEKENDS/HOLIDAY,20,TRAIN,TE23,12042,2580
2026-07,WEEKENDS/HOLIDAY,19,TRAIN,DT4,549,1232
2026-07,WEEKDAY,14,TRAIN,EW8/CC9,52156,48531
2026-07,WEEKENDS/HOLIDAY,6,TRAIN,DT5,1108,697
2026-07,WEEKENDS/HOLIDAY,11,TRAIN,NS2,12904,8678
2026-07,WEEKENDS/HOLIDAY,9,TRAIN,EW29,2571,2803
2026-07,WEEKENDS/HOLIDAY,20,TRAIN,EW30,1310,1216
2026-07,WEEKENDS/HOLIDAY,8,TRAIN,NE14,14303,5674
2026-07,WEEKENDS/HOLIDAY,23,TRAIN,DT5,780,3037
2026-07,WEEKENDS/HOLIDAY,5,TRAIN,NS25/EW13,177,145
2026-07,WEEKDAY,12,TRAIN,NE16/STC,47644,43791
2026-07,WEEKENDS/HOLIDAY,9,TRAIN,TE6,7635,2516
2026-07,WEEKDAY,5,TRAIN,DT27,933,370
2026-07,WEEKENDS/HOLIDAY,22,TRAIN,DT33,1517,9109
2026-07,WEEKENDS/HOLIDAY,16,TRAIN,EW11,9393,9045
2026-07,WEEKENDS/HOLIDAY,22,TRAIN,SW5,1280,2310
2026-07,WEEKENDS/HOLIDAY,16,TRAIN,NE1/CC29,36994,33112
2026-07,WEEKDAY,17,TRAIN,NS14,48209,71080
2026-07,WEEKDAY,5,TRAIN,NS2,14047,4165
2026-07,WEEKDAY,11,TRAIN,DT17,35055,18511
2026-07,WEEKDAY,7,TRAIN,EW18,38005,42551
2026-07,WEEKDAY,6,TRAIN,CC34/DT16,5346,18285
2026-07,WEEKENDS/HOLIDAY,12,TRAIN,EW4,8006,4152
2026-07,WEEKENDS/HOLIDAY,13,TRAIN,DT4,1055,923
2026-07,WEEKENDS/HOLIDAY,15,TRAIN,EW6,4304,5023
2026-07,WEEKDAY,10,TRAIN,TE13,6631,5960
2026-07,WEEKENDS/HOLIDAY,14,TRAIN,TE3,4850,3808
