stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,platform_code,parent_station
CC10_B,CC10,MacPherson,1.32615197,103.889303,0,B,CC10
CC10_EA,CC10,A,1.326678759,103.8897933,2,,CC10
CC10_EB,CC10,B,1.32585503,103.8906657,2,,CC10
CC10_EC,CC10,C,1.32548153,103.8902626,2,,CC10
CC10_ED,CC10,D,1.325145459,103.8884548,2,,CC10
CC10_EE,CC10,E,1.326192778,103.8886152,2,,CC10
CC11,CC11,Tai Seng,1.33577361,103.887862,1,,
CC11_A,CC11,Tai Seng,1.33577361,103.887862,0,A,CC11
CC11_B,CC11,Tai Seng,1.33577361,103.887862,0,B,CC11
CC11_EA,CC11,A,1.335914085,103.8876274,2,,CC11
CC11_EB,CC11,B,1.334620877,103.8882141,2,,CC11
CC12,CC12,Bartley,1.34284684,103.879725,1,,
CC12_A,CC12,Bartley,1.34284684,103.879725,0,A,CC12
CC12_B,CC12,Bartley,1.34284684,103.879725,0,B,CC12
CC12_EA,CC12,A,1.342248749,103.8802559,2,,CC12
CC12_EB,CC12,B,1.343501062,103.8789087,2,,CC12
CC13,CC13,Serangoon,1.35062709,103.872448,1,,
CC13_A,CC13,Serangoon,1.35062709,103.872448,0,A,CC13
CC13_B,CC13,Serangoon,1.35062709,103.872448,0,B,CC13
CC13_EA,CC13,A,1.34948168,103.8739574,2,,CC13
CC13_EB,CC13,B,1.349833738,103.8736413,2,,CC13
CC13_EC,CC13,C,1.350595104,103.873694,2,,CC13
CC13_ED,CC13,D,1.349901592,103.8743219,2,,CC13
CC13_EE,CC13,E,1.350820245,103.8729021,2,,CC13
CC13_EF,CC13,F,1.350948278,103.8714493,2,,CC13
CC13_EG,CC13,G,1.350790199,103.8728667,2,,CC13
CC13_EH,CC13,H,1.3497277,103.8735465,2,,CC13
CC14,CC14,Lorong Chuan,1.35161976,103.864144,1,,
CC14_A,CC14,Lorong Chuan,1.35161976,103.864144,0,A,CC14
CC14_B,CC14,Lorong Chuan,1.35161976,103.864144,0,B,CC14
CC14_EA,CC14,A,1.351439104,103.8649337,2,,CC14
CC14_EB,CC14,B,1.351738538,103.8629183,2,,CC14
CC15,CC15,Bishan,1.35130041,103.849251,1,,
CC15_A,CC15,Bishan,1.35130041,103.849251,0,A,CC15
CC15_B,CC15,Bishan,1.35130041,103.849251,0,B,CC15
CC15_EA,CC15,A,1.350579599,103.848305,2,,CC15
CC15_EB,CC15,B,1.351064439,103.8483123,2,,CC15
CC15_EC,CC15,C,1.350584912,103.8482093,2,,CC15
CC15_ED,CC15,D,1.35105322,103.8502011,2,,CC15
CC15_EE,CC15,E,1.351034838,103.8484329,2,,CC15
CC16,CC16,Marymount,1.34877666,103.839413,1,,
CC16_A,CC16,Marymount,1.34877666,103.839413,0,A,CC16
CC16_B,CC16,Marymount,1.34877666,103.839413,0,B,CC16
CC16_EA,CC16,A,1.348980386,103.839088,2,,CC16
CC16_EB,CC16,B,1.347866072,103.8400589,2,,CC16
CC17,CC17,Caldecott,1.33765855,103.839541,1,,
CC17_A,CC17,Caldecott,1.33765855,103.839541,0,A,CC17
CC17_B,CC17,Caldecott,1.33765855,103.839541,0,B,CC17
CC17_E1,CC17,1,1.337105317,103.8394067,2,,CC17
CC17_E2,CC17,2,1.33825973,103.8403875,2,,CC17
CC17_E3,CC17,3,1.337832023,103.8404647,2,,CC17
CC17_E4,CC17,4,1.336750875,103.8398824,2,,CC17
CC19,CC19,Botanic Gardens,1.32210949,103.814989,1,,
CC19_A,CC19,Botanic Gardens,1.32210949,103.814989,0,A,CC19
CC19_B,CC19,Botanic Gardens,1.32210949,103.814989,0,B,CC19
CC19_EA,CC19,A,1.322534633,103.8149769,2,,CC19
CC19_EB,CC19,B,1.322684612,103.8159141,2,,CC19
CC20,CC20,Farrer Road,1.31729173,103.80723,1,,
CC20_A,CC20,Farrer Road,1.31729173,103.80723,0,A,CC20
CC20_B,CC20,Farrer Road,1.31729173,103.80723,0,B,CC20
CC20_EA,CC20,A,1.317493726,103.8079652,2,,CC20
CC20_EB,CC20,B,1.317552016,103.8073892,2,,CC20
CC21,CC21,Holland Village,1.31224706,103.796406,1,,
CC21_A,CC21,Holland Village,1.31224706,103.796406,0,A,CC21
CC21_B,CC21,Holland Village,1.31224706,103.796406,0,B,CC21
CC21_EA,CC21,A,1.311220266,103.7961391,2,,CC21
CC21_EB,CC21,B,1.311069484,103.7957691,2,,CC21
CC21_EC,CC21,C,1.310711201,103.7957538,2,,CC21
CC22,CC22,Buona Vista,1.3064837,103.790633,1,,
CC22_A,CC22,Buona Vista,1.3064837,103.790633,0,A,CC22
CC22_B,CC22,Buona Vista,1.3064837,103.790633,0,B,CC22
CC22_EA,CC22,A,1.307309451,103.7904492,2,,CC22
CC22_EB,CC22,B,1.307197257,103.7906566,2,,CC22
CC22_EC,CC22,C,1.306912889,103.7905994,2,,CC22
CC22_ED,CC22,D,1.306298142,103.7909301,2,,CC22
CC23,CC23,one-north,1.29965648,103.787394,1,,
CC23_A,CC23,one-north,1.29965648,103.787394,0,A,CC23
CC23_B,CC23,one-north,1.29965648,103.787394,0,B,CC23
CC23_EA,CC23,A,1.299027499,103.7869075,2,,CC23
CC23_EB,CC23,B,1.300359493,103.7879278,2,,CC23
CC23_EC,CC23,C,1.299714698,103.7875655,2,,CC23
CC23_ED,CC23,D,1.300074703,103.7877848,2,,CC23
CC24,CC24,Kent Ridge,1.29348685,103.784458,1,,
CC24_A,CC24,Kent Ridge,1.29348685,103.784458,0,A,CC24
CC24_B,CC24,Kent Ridge,1.29348685,103.784458,0,B,CC24
CC24_EA,CC24,A,1.294315887,103.7844659,2,,CC24
CC24_EB,CC24,B,1.292428116,103.7848096,2,,CC24
CC24_EC,CC24,C,1.293984785,103.7844905,2,,CC24
CC24_ED,CC24,D,1.293218803,103.7845347,2,,CC24
CC25,CC25,Haw Par Villa,1.28275463,103.78148,1,,
CC25_A,CC25,Haw Par Villa,1.28275463,103.78148,0,A,CC25
CC25_B,CC25,Haw Par Villa,1.28275463,103.78148,0,B,CC25
CC25_EA,CC25,A,1.283055274,103.7820064,2,,CC25
CC26,CC26,Pasir Panjang,1.27622967,103.791342,1,,
CC26_A,CC26,Pasir Panjang,1.27622967,103.791342,0,A,CC26
CC26_B,CC26,Pasir Panjang,1.27622967,103.791342,0,B,CC26
CC26_EA,CC26,A,1.276003233,103.7920302,2,,CC26
CC27,CC27,Labrador Park,1.27226,103.802634,1,,
CC27_A,CC27,Labrador Park,1.27226,103.802634,0,A,CC27
CC27_B,CC27,Labrador Park,1.27226,103.802634,0,B,CC27
CC27_EA,CC27,A,1.272106958,103.8023556,2,,CC27
CC28,CC28,Telok Blangah,1.27055637,103.809749,1,,
CC28_A,CC28,Telok Blangah,1.27055637,103.809749,0,A,CC28
CC28_B,CC28,Telok Blangah,1.27055637,103.809749,0,B,CC28
CC28_EA,CC28,A,1.270721226,103.8098837,2,,CC28
CC29,CC29,HarbourFront,1.26516417,103.821566,1,,
CC29_A,CC29,HarbourFront,1.26516417,103.821566,0,A,CC29
CC29_B,CC29,HarbourFront,1.26516417,103.821566,0,B,CC29
CC29_EA,CC29,A,1.265085035,103.8225098,2,,CC29
CC29_EB,CC29,B,1.265154682,103.8205088,2,,CC29
CC29_EC,CC29,C,1.265259884,103.8225317,2,,CC29
CC29_ED,CC29,D,1.265979255,103.8213989,2,,CC29
CC29_EE,CC29,E,1.26497196,103.8215803,2,,CC29
CC30,CC30,Keppel,1.27009403,103.8303979,1,,
CC30_A,CC30,Keppel,1.27009403,103.8303979,0,A,CC30
CC30_B,CC30,Keppel,1.27009403,103.8303979,0,B,CC30
CC30_E1,CC30,1,1.26966533,103.8295953,2,,CC30
CC30_E2,CC30,2,1.27054548,103.8296248,2,,CC30
CC30_E3,CC30,3,1.27094943,103.8311098,2,,CC30
CC31,CC31,Cantonment,1.27294307,103.8366314,1,,
CC31_A,CC31,Cantonment,1.27294307,103.8366314,0,A,CC31
CC31_B,CC31,Cantonment,1.27294307,103.8366314,0,B,CC31
CC31_E1,CC31,1,1.27213207,103.8357026,2,,CC31
CC31_E2,CC31,2,1.27373649,103.8359983,2,,CC31
CC31_E3,CC31,3,1.27363978,103.838492,2,,CC31
CC31_E4,CC31,4,1.27268216,103.8377136,2,,CC31
CC32,CC32,Prince Edward Road,1.27327029,103.8474939,1,,
CC32_A,CC32,Prince Edward Road,1.27327029,103.8474939,0,A,CC32
CC32_B,CC32,Prince Edward Road,1.27327029,103.8474939,0,B,CC32
CC32_E1,CC32,1,1.27303385,103.8455753,2,,CC32
CC32_E2,CC32,2,1.27343542,103.8468612,2,,CC32
CC34,CC34,Bayfront,1.28187191,103.859076,1,,
CC34_A,CC34,Bayfront,1.28187191,103.859076,0,D,CC34
CC34_B,CC34,Bayfront,1.28187191,103.859076,0,B,CC34
CC34_EA,CC34,A,1.280967424,103.8587319,2,,CC34
CC34_EB,CC34,B,1.282705225,103.8597592,2,,CC34
CC34_EC,CC34,C,1.282834909,103.8595969,2,,CC34
CC34_ED,CC34,D,1.282834354,103.8594938,2,,CC34
CC34_EE,CC34,E,1.281104637,103.858441,2,,CC34
CC33,CC33,Marina Bay,1.27595035,103.855145,1,,
CC33_A,CC33,Marina Bay,1.27595035,103.855145,0,C,CC33
CC33_B,CC33,Marina Bay,1.27595035,103.855145,0,D,CC33
CC33_E1,CC33,1,1.277353033,103.85447,2,,CC33
CC33_E2,CC33,2,1.276158931,103.8550033,2,,CC33
CC33_E3,CC33,3,1.275416366,103.8553717,2,,CC33
CC33_E4,CC33,4,1.273634209,103.8564888,2,,CC33
CC33_E5,CC33,5,1.274693264,103.8543195,2,,CC33
DT1,DT1,Bukit Panjang,1.3791602,103.761573,1,,
DT1_A,DT1,Bukit Panjang,1.3791602,103.761573,0,A,DT1
DT1_B,DT1,Bukit Panjang,1.3791602,103.761573,0,B,DT1
DT1_EA,DT1,A,1.380745117,103.7595978,2,,DT1
DT1_EB,DT1,B,1.378618894,103.7613705,2,,DT1
DT2,DT2,Cashew,1.36980982,103.764438,1,,
DT2_A,DT2,Cashew,1.36980982,103.764438,0,A,DT2
DT2_B,DT2,Cashew,1.36980982,103.764438,0,B,DT2
DT2_EA,DT2,A,1.369833319,103.7642345,2,,DT2
DT3,DT3,Hillview,1.36234009,103.767429,1,,
DT3_A,DT3,Hillview,1.36234009,103.767429,0,A,DT3
DT3_B,DT3,Hillview,1.36234009,103.767429,0,B,DT3
DT3_EA,DT3,A,1.362474238,103.7676883,2,,DT3
DT3_EB,DT3,B,1.36208434,103.7671085,2,,DT3
DT4,DT4,Hume,1.35459532,103.769119,1,,
DT4_A,DT4,Hume,1.35459532,103.769119,0,A,DT4
DT4_B,DT4,Hume,1.35459532,103.769119,0,B,DT4
DT4_E1,DT4,1,1.35507,103.76869,2,,DT4
DT4_E2,DT4,2,1.35484,103.76864,2,,DT4
DT5,DT5,Beauty World,1.34120356,103.775819,1,,
DT5_A,DT5,Beauty World,1.34120356,103.775819,0,A,DT5
DT5_B,DT5,Beauty World,1.34120356,103.775819,0,B,DT5
DT5_EA,DT5,A,1.34169615,103.7759843,2,,DT5
DT5_EB,DT5,B,1.341582215,103.7754507,2,,DT5
DT5_EC,DT5,C,1.339981874,103.7757615,2,,DT5
DT6,DT6,King Albert Park,1.3356799,103.783452,1,,
DT6_A,DT6,King Albert Park,1.3356799,103.783452,0,A,DT6
DT6_B,DT6,King Albert Park,1.3356799,103.783452,0,B,DT6
DT6_EA,DT6,A,1.335537078,103.7830303,2,,DT6
DT6_EB,DT6,B,1.335976046,103.7845616,2,,DT6
DT7,DT7,Sixth Avenue,1.33088513,103.796959,1,,
DT7_A,DT7,Sixth Avenue,1.33088513,103.796959,0,A,DT7
DT7_B,DT7,Sixth Avenue,1.33088513,103.796959,0,B,DT7
DT7_EA,DT7,A,1.33078047,103.7965661,2,,DT7
DT7_EB,DT7,B,1.331521301,103.7968482,2,,DT7
DT8,DT8,Tan Kah Kee,1.32555383,103.807758,1,,
DT8_A,DT8,Tan Kah Kee,1.32555383,103.807758,0,A,DT8
DT8_B,DT8,Tan Kah Kee,1.32555383,103.807758,0,B,DT8
DT8_EA,DT8,A,1.325333069,103.8077991,2,,DT8
DT8_EB,DT8,B,1.326146159,103.8078009,2,,DT8
DT9_A,DT9,Botanic Gardens,1.32246968,103.816036,0,A,CC19
DT9_B,DT9,Botanic Gardens,1.32246968,103.816036,0,B,CC19
DT10,DT10,Stevens,1.32006595,103.826023,1,,
DT10_A,DT10,Stevens,1.32006595,103.826023,0,A,DT10
DT10_B,DT10,Stevens,1.32006595,103.826023,0,B,DT10
DT10_E1,DT10,1,1.319951635,103.8257284,2,,DT10
DT10_E2,DT10,2,1.318828896,103.8260136,2,,DT10
DT10_E3,DT10,3,1.319470461,103.8249916,2,,DT10
DT10_E4,DT10,4,1.321519904,103.8258829,2,,DT10
DT10_E5,DT10,5,1.320937743,103.8263226,2,,DT10
DT11,DT11,Newton,1.31350131,103.838082,1,,
DT11_A,DT11,Newton,1.31350131,103.838082,0,A,DT11
DT11_B,DT11,Newton,1.31350131,103.838082,0,B,DT11
DT11_EA,DT11,A,1.312597797,103.8378813,2,,DT11
DT11_EB,DT11,B,1.312075462,103.8382191,2,,DT11
DT11_EC,DT11,C,1.313617269,103.8382424,2,,DT11
DT12,DT12,Little India,1.30699394,103.848669,1,,
DT12_A,DT12,Little India,1.30699394,103.848669,0,A,DT12
DT12_B,DT12,Little India,1.30699394,103.848669,0,B,DT12
DT12_EA,DT12,A,1.305605251,103.84936,2,,DT12
DT12_EB,DT12,B,1.306563555,103.8489851,2,,DT12
DT12_EC,DT12,C,1.306351554,103.8497048,2,,DT12
DT12_ED,DT12,D,1.306854737,103.849,2,,DT12
DT12_EE,DT12,E,1.307426444,103.8503222,2,,DT12
DT12_EF,DT12,F,1.307683537,103.8483044,2,,DT12
DT13,DT13,Rochor,1.30392759,103.852439,1,,
DT13_A,DT13,Rochor,1.30392759,103.852439,0,A,DT13
DT13_B,DT13,Rochor,1.30392759,103.852439,0,B,DT13
DT13_EA,DT13,A,1.303404107,103.852375,2,,DT13
DT13_EB,DT13,B,1.304214777,103.8531043,2,,DT13
DT14,DT14,Bugis,1.29945067,103.856886,1,,
DT14_A,DT14,Bugis,1.29945067,103.856886,0,A,DT14
DT14_B,DT14,Bugis,1.29945067,103.856886,0,B,DT14
DT14_EA,DT14,A,1.30120409,103.8559241,2,,DT14
DT14_EB,DT14,B,1.300782199,103.8563366,2,,DT14
DT14_EC,DT14,C,1.300006941,103.8556857,2,,DT14
DT14_ED,DT14,D,1.299078849,103.8568907,2,,DT14
DT15_A,DT15,Promenade,1.29276372,103.860893,0,C,CC4
DT15_B,DT15,Promenade,1.29276372,103.860893,0,D,CC4
DT16_A,DT16,Bayfront,1.28187191,103.859076,0,C,CC34
DT16_B,DT16,Bayfront,1.28187191,103.859076,0,A,CC34
DT17,DT17,Downtown,1.27944149,103.852851,1,,
DT17_A,DT17,Downtown,1.27944149,103.852851,0,A,DT17
DT17_B,DT17,Downtown,1.27944149,103.852851,0,B,DT17
DT17_EA,DT17,A,1.279773455,103.8526466,2,,DT17
DT17_EB,DT17,B,1.279601318,103.8529081,2,,DT17
DT17_EC,DT17,C,1.279444368,103.8531521,2,,DT17
DT17_ED,DT17,D,1.279176041,103.8530138,2,,DT17
DT17_EE,DT17,E,1.279527911,103.852478,2,,DT17
DT17_EF,DT17,F,1.27979624,103.8524277,2,,DT17
DT18,DT18,Telok Ayer,1.28233351,103.848279,1,,
DT18_A,DT18,Telok Ayer,1.28233351,103.848279,0,A,DT18
DT18_B,DT18,Telok Ayer,1.28233351,103.848279,0,B,DT18
DT18_EA,DT18,A,1.281887389,103.8485065,2,,DT18
DT18_EB,DT18,B,1.282497275,103.8487733,2,,DT18
DT18_EC,DT18,C,1.282250664,103.8488417,2,,DT18
DT19,DT19,Chinatown,1.28455759,103.844582,1,,
DT19_A,DT19,Chinatown,1.28455759,103.844582,0,C,DT19
DT19_B,DT19,Chinatown,1.28455759,103.844582,0,D,DT19
DT19_EA,DT19,A,1.28371277,103.8437979,2,,DT19
DT19_EC,DT19,C,1.284674897,103.8428129,2,,DT19
DT19_ED,DT19,D,1.28540646,103.8434762,2,,DT19
DT19_EE,DT19,E,1.285044081,103.8444281,2,,DT19
DT19_EF,DT19,F,1.284274776,103.8454625,2,,DT19
DT19_EG,DT19,G,1.284736084,103.8444585,2,,DT19
DT20,DT20,Fort Canning,1.29247159,103.844325,1,,
DT20_A,DT20,Fort Canning,1.29247159,103.844325,0,A,DT20
DT20_B,DT20,Fort Canning,1.29247159,103.844325,0,B,DT20
DT20_EA,DT20,A,1.292406096,103.84417,2,,DT20
DT20_EB,DT20,B,1.292830276,103.844425,2,,DT20
DT21,DT21,Bencoolen,1.29868719,103.850162,1,,
DT21_A,DT21,Bencoolen,1.29868719,103.850162,0,A,DT21
DT21_B,DT21,Bencoolen,1.29868719,103.850162,0,B,DT21
DT21_EA,DT21,A,1.299195196,103.8508434,2,,DT21
DT21_EB,DT21,B,1.2981994,103.8495605,2,,DT21
DT21_EC,DT21,C,1.297699118,103.8492717,2,,DT21
DT22,DT22,Jalan Besar,1.30503318,103.8552,1,,
DT22_A,DT22,Jalan Besar,1.30503318,103.8552,0,A,DT22
DT22_B,DT22,Jalan Besar,1.30503318,103.8552,0,B,DT22
DT22_EA,DT22,A,1.304889894,103.8552961,2,,DT22
DT22_EB,DT22,B,1.30546728,103.8552446,2,,DT22
DT23,DT23,Bendemeer,1.3136872,103.86312,1,,
DT23_A,DT23,Bendemeer,1.3136872,103.86312,0,A,DT23
DT23_B,DT23,Bendemeer,1.3136872,103.86312,0,B,DT23
DT23_EA,DT23,A,1.313852506,103.863074,2,,DT23
DT23_EB,DT23,B,1.313480725,103.8632192,2,,DT23
DT24,DT24,Geylang Bahru,1.32151289,103.871911,1,,
DT24_A,DT24,Geylang Bahru,1.32151289,103.871911,0,A,DT24
DT24_B,DT24,Geylang Bahru,1.32151289,103.871911,0,B,DT24
DT24_EA,DT24,A,1.321561699,103.8715556,2,,DT24
DT24_EB,DT24,B,1.321109116,103.8717943,2,,DT24
DT25,DT25,Mattar,1.32686568,103.883253,1,,
DT25_A,DT25,Mattar,1.32686568,103.883253,0,A,DT25
DT25_B,DT25,Mattar,1.32686568,103.883253,0,B,DT25
DT25_EA,DT25,A,1.327251414,103.8827321,2,,DT25
DT25_EB,DT25,B,1.326463522,103.8837484,2,,DT25
DT26_A,DT26,MacPherson,1.32676219,103.889975,0,C,CC10
DT26_B,DT26,MacPherson,1.32676219,103.889975,0,D,CC10
DT27,DT27,Ubi,1.32997455,103.899224,1,,
DT27_A,DT27,Ubi,1.32997455,103.899224,0,A,DT27
DT27_B,DT27,Ubi,1.32997455,103.899224,0,B,DT27
DT27_EA,DT27,A,1.329950828,103.8998767,2,,DT27
DT27_EB,DT27,B,1.329830771,103.8985856,2,,DT27
DT28,DT28,Kaki Bukit,1.33496298,103.908455,1,,
DT28_A,DT28,Kaki Bukit,1.33496298,103.908455,0,A,DT28
DT28_B,DT28,Kaki Bukit,1.33496298,103.908455,0,B,DT28
DT28_EA,DT28,A,1.335311206,103.9094051,2,,DT28
DT28_EB,DT28,B,1.33492189,103.9091463,2,,DT28
DT29,DT29,Bedok North,1.33475563,103.917877,1,,
DT29_A,DT29,Bedok North,1.33475563,103.917877,0,A,DT29
DT29_B,DT29,Bedok North,1.33475563,103.917877,0,B,DT29
DT29_EA,DT29,A,1.335126266,103.9180498,2,,DT29
DT29_EB,DT29,B,1.334166074,103.9190628,2,,DT29
DT29_EC,DT29,C,1.334422577,103.9178105,2,,DT29
DT30,DT30,Bedok Reservoir,1.33657298,103.932535,1,,
DT30_A,DT30,Bedok Reservoir,1.33657298,103.932535,0,A,DT30
DT30_B,DT30,Bedok Reservoir,1.33657298,103.932535,0,B,DT30
DT30_EA,DT30,A,1.336347761,103.9328868,2,,DT30
DT30_EB,DT30,B,1.336554903,103.9334872,2,,DT30
DT31,DT31,Tampines West,1.34551751,103.938429,1,,
DT31_A,DT31,Tampines West,1.34551751,103.938429,0,A,DT31
DT31_B,DT31,Tampines West,1.34551751,103.938429,0,B,DT31
DT31_EA,DT31,A,1.345630588,103.9381967,2,,DT31
DT31_EB,DT31,B,1.344999198,103.9389485,2,,DT31
DT32,DT32,Tampines,1.355143,103.943016,1,,
DT32_A,DT32,Tampines,1.355143,103.943016,0,A,DT32
DT32_B,DT32,Tampines,1.355143,103.943016,0,B,DT32
DT32_EA,DT32,A,1.353764013,103.9447663,2,,DT32
DT32_EB,DT32,B,1.353539082,103.9450896,2,,DT32
DT32_EC,DT32,C,1.353398313,103.944904,2,,DT32
DT32_ED,DT32,D,1.354870575,103.9436782,2,,DT32
DT32_EE,DT32,E,1.355853445,103.9426588,2,,DT32
DT32_EF,DT32,F,1.354193928,103.9426537,2,,DT32
DT32_EG,DT32,G,1.354596339,103.9427235,2,,DT32
DT33,DT33,Tampines East,1.356213,103.954805,1,,
DT33_A,DT33,Tampines East,1.356213,103.954805,0,A,DT33
DT33_B,DT33,Tampines East,1.356213,103.954805,0,B,DT33
DT33_EA,DT33,A,1.356460762,103.9545404,2,,DT33
DT33_EB,DT33,B,1.355588226,103.95517,2,,DT33
DT33_EC,DT33,C,1.355553172,103.9557047,2,,DT33
DT33_ED,DT33,D,1.356970194,103.9557174,2,,DT33
DT34,DT34,Upper Changi,1.34174048,103.961473,1,,
DT34_A,DT34,Upper Changi,1.34174048,103.961473,0,A,DT34
DT34_B,DT34,Upper Changi,1.34174048,103.961473,0,B,DT34
DT34_EA,DT34,A,1.341861197,103.9613285,2,,DT34
DT34_EB,DT34,B,1.341037679,103.9614763,2,,DT34
DT34_EC,DT34,C,1.341992667,103.9616173,2,,DT34
DT34_ED,DT34,D,1.340840474,103.9610431,2,,DT34
DT35_A,DT35,Expo,1.33524276,103.962481,0,C,CG1
DT35_B,DT35,Expo,1.33524276,103.962481,0,D,CG1
TE1,TE1,Woodlands North,1.4483501,103.785675,1,,
TE1_A,TE1,Woodlands North,1.4483501,103.785675,0,A,TE1
TE1_B,TE1,Woodlands North,1.4483501,103.785675,0,B,TE1
TE1_E1,TE1,1,1.447936502,103.7854291,2,,TE1
TE1_E2,TE1,2,1.4490473,103.7851023,2,,TE1
TE2_A,TE2,Woodlands,1.43607463,103.787917,0,C,NS9
TE2_B,TE2,Woodlands,1.43607463,103.787917,0,D,NS9
TE3,TE3,Woodlands South,1.42739573,103.79327,1,,
TE3_A,TE3,Woodlands South,1.42739573,103.79327,0,A,TE3
TE3_B,TE3,Woodlands South,1.42739573,103.79327,0,B,TE3
TE3_E1,TE3,1,1.427302017,103.7930275,2,,TE3
TE3_E2,TE3,2,1.427604964,103.7934137,2,,TE3
TE3_E3,TE3,3,1.42742676,103.7945605,2,,TE3
TE3_E4,TE3,4,1.426684241,103.7944238,2,,TE3
TE3_E5,TE3,5,1.425843387,103.7943652,2,,TE3
TE4,TE4,Springleaf,1.39758315,103.817859,1,,
TE4_A,TE4,Springleaf,1.39758315,103.817859,0,A,TE4
TE4_B,TE4,Springleaf,1.39758315,103.817859,0,B,TE4
TE4_E1,TE4,1,1.398787248,103.8180034,2,,TE4
TE4_E2,TE4,2,1.397820804,103.8183906,2,,TE4
TE4_E3,TE4,3,1.397684179,103.8180816,2,,TE4
TE5,TE5,Lentor,1.38547607,103.835789,1,,
TE5_A,TE5,Lentor,1.38547607,103.835789,0,A,TE5
TE5_B,TE5,Lentor,1.38547607,103.835789,0,B,TE5
TE5_E1,TE5,1,1.38540983,103.83536,2,,TE5
TE5_E2,TE5,2,1.38589099,103.8358235,2,,TE5
TE5_E3,TE5,3,1.384601954,103.8373981,2,,TE5
TE5_E4,TE5,4,1.383627752,103.8373387,2,,TE5
TE5_E5,TE5,5,1.384162375,103.8368395,2,,TE5
TE6,TE6,Mayflower,1.37144941,103.83658,1,,
TE6_A,TE6,Mayflower,1.37144941,103.83658,0,A,TE6
TE6_B,TE6,Mayflower,1.37144941,103.83658,0,B,TE6
TE6_E1,TE6,1,1.372703972,103.8367168,2,,TE6
TE6_E2,TE6,2,1.373719761,103.8370317,2,,TE6
TE6_E3,TE6,3,1.373532092,103.837461,2,,TE6
TE6_E4,TE6,4,1.371276323,103.836796,2,,TE6
TE6_E5,TE6,5,1.370777338,103.8367603,2,,TE6
TE6_E6,TE6,6,1.370896144,103.8363087,2,,TE6
TE6_E7,TE6,7,1.371377308,103.836285,2,,TE6
TE7,TE7,Bright Hill,1.36340899,103.833039,1,,
TE7_A,TE7,Bright Hill,1.36340899,103.833039,0,A,TE7
TE7_B,TE7,Bright Hill,1.36340899,103.833039,0,B,TE7
TE7_E1,TE7,1,1.364037182,103.8336354,2,,TE7
TE7_E2,TE7,2,1.363282762,103.8335106,2,,TE7
TE7_E3,TE7,3,1.362183805,103.8323757,2,,TE7
TE7_E4,TE7,4,1.363163957,103.8319538,2,,TE7
TE8,TE8,Upper Thomson,1.35440491,103.832924,1,,
TE8_A,TE8,Upper Thomson,1.35440491,103.832924,0,A,TE8
TE8_B,TE8,Upper Thomson,1.35440491,103.832924,0,B,TE8
TE8_E1,TE8,1,1.354833645,103.8319162,2,,TE8
TE8_E2,TE8,2,1.355736575,103.831833,2,,TE8
TE8_E3,TE8,3,1.354144566,103.8339246,2,,TE8
TE8_E4,TE8,4,1.35350301,103.8337939,2,,TE8
TE8_E5,TE8,5,1.354417822,103.8326352,2,,TE8
TE9_A,TE9,Caldecott,1.33731725,103.840138,0,C,CC17
TE9_B,TE9,Caldecott,1.33731725,103.840138,0,D,CC17
TE11_A,TE11,Stevens,1.31941467,103.825574,0,C,DT10
TE11_B,TE11,Stevens,1.31941467,103.825574,0,D,DT10
TE12,TE12,Napier,1.3066071,103.818881,1,,
TE12_A,TE12,Napier,1.3066071,103.818881,0,A,TE12
TE12_B,TE12,Napier,1.3066071,103.818881,0,B,TE12
TE12_E1,TE12,1,1.306935988,103.8194838,2,,TE12
TE12_E2,TE12,2,1.306344979,103.8195066,2,,TE12
TE13,TE13,Orchard Boulevard,1.30233472,103.823629,1,,
TE13_A,TE13,Orchard Boulevard,1.30233472,103.823629,0,A,TE13
TE13_B,TE13,Orchard Boulevard,1.30233472,103.823629,0,B,TE13
TE13_E1,TE13,1,1.303623953,103.8236379,2,,TE13
TE13_E2,TE13,2,1.302463324,103.8238956,2,,TE13
TE14_A,TE14,Orchard,1.30323767,103.831373,0,C,NS22
TE14_B,TE14,Orchard,1.30323767,103.831373,0,D,NS22
TE15,TE15,Great World,1.29486874,103.833474,1,,
TE15_A,TE15,Great World,1.29486874,103.833474,0,A,TE15
TE15_B,TE15,Great World,1.29486874,103.833474,0,B,TE15
TE15_E1,TE15,1,1.293320976,103.8339046,2,,TE15
TE15_E2,TE15,2,1.2928695,103.8326271,2,,TE15
TE15_E3,TE15,3,1.293819977,103.8327341,2,,TE15
TE15_E4,TE15,4,1.296029833,103.8330371,2,,TE15
TE15_E5,TE15,5,1.296552595,103.8334055,2,,TE15
TE15_E6,TE15,6,1.293184345,103.832841,2,,TE15
TE16,TE16,Havelock,1.28802055,103.833507,1,,
TE16_A,TE16,Havelock,1.28802055,103.833507,0,A,TE16
TE16_B,TE16,Havelock,1.28802055,103.833507,0,B,TE16
TE16_E1,TE16,1,1.286676745,103.8338398,2,,TE16
TE16_E2,TE16,2,1.286944067,103.8334951,2,,TE16
TE16_E3,TE16,3,1.288843563,103.8333695,2,,TE16
TE16_E4,TE16,4,1.290166894,103.8340035,2,,TE16
TE16_E5,TE16,5,1.289560964,103.8339619,2,,TE16
TE17_A,TE17,Outram Park,1.28161432,103.839288,0,E,EW16
